Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S06474,Steven Yates,2008-07-26,Grade 2,390-258-0818
S06475,Ryan Schneider,2011-05-04,Grade 5,951-304-2298
S06476,Stuart Robinson,2006-11-20,Grade 2,122-254-6907
S06477,Teresa Garcia,2012-12-14,Grade 3,715-375-2380
S06478,Brenda Frye,2014-04-24,Grade 3,479-972-7000
S06479,Katherine Preston,2007-06-21,Grade 5,883-513-1429
S06480,Dale Garcia,2007-10-01,Grade 1,841-478-7136
S06481,natalie clark,2011-06-09,Grade 4,504-425-4113
S06482,James Garrison,2011-04-13,Grade 4,590-271-3539
S06483,Linda Carter,2008-06-16,Grade 4,unknown
S06484,jacob gonzalez,2006-04-13,Grade 3,893-725-1887
S06485,Bruce Lloyd,2016-07-19,Grade 1,403-781-5037
S06486,Michael Wright,2018-01-02,Grade 1,808-796-7325
S06487,Mary Heath,2012-09-08,Grade 4,441-360-1503
S06488,Monique Gray,2014-09-21,Grade 1,968-487-1372
S06489,Kyle Pugh,2014-02-17,Grade 4,182-316-7962
S06490,Candice Vargas,2014-09-19,Grade 5,315-759-4527
S06491,Amber Duncan,2019-02-27,Grade 1,unknown
S06492,Ricardo Sanchez,2014-12-26,Grade 3,839-484-1649
S06493,Sarah Moore,2018-11-07,Grade 5,unknown
S06494,Carl Myers,2012-03-17,Grade 1,414-154-8131
S06495,carla smith,2010-08-31,Grade 3,unknown
S06496,Kirk Pacheco,2010-01-09,Grade 4,805-982-2995
S06497,Leah Moses,2013-01-30,Grade 3,776-676-6141
S06498,Andrew James,2007-01-06,Grade 2,833-814-9525
S06499,Jeffrey Brock,2012-06-10,Grade 4,757-453-6743
S06500,Charles Singleton,2006-11-30,Grade 3,712-080-7814
S06501,lauren beard,2017-05-28,Grade 4,498-425-0431
S06502,Melanie Navarro,2015-09-03,Grade 4,391-710-4169
S06503,Angela Jones,2009-02-25,Grade 4,610-280-5040
S06504,Megan Short,2010-02-10,Grade 1,341-801-6418
S06505,Dawn Carter,2018-04-02,Grade 1,278-255-6929
S06506,Heather Martinez,2011-09-17,Grade 4,686-071-1495
S06507,Brandy Mendez,2016-06-30,Grade 2,341-352-8678
S06508,Stephanie Russell,2006-12-25,Grade 3,736-833-3580
S06509,Emma Lopez,2017-04-23,Grade 4,599-171-3001
S06510,kathleen conrad,2017-04-04,Grade 3,781-139-1740
S06511,Eric Henry,2012-03-06,Grade 5,644-927-9162
S06512,Angela Jones,2014-03-18,Grade 4,332-113-4344
S06513,Joshua Barnes,2013-02-25,Grade 3,745-440-2760
S06514,michael harris,2014-05-07,Grade 3,592-368-6353
S06515,Michael Patton,2016-12-25,Grade 1,385-973-6757
S06516,Andrew Fleming,2015-03-09,Grade 4,016-801-5863
S06517,Brittney Mitchell,2016-03-20,Grade 5,831-101-5692
S06518,Kelly Kane,2016-09-26,Grade 5,202-078-2955
S06519,Stephen Brooks,2014-03-25,Grade 3,443-240-7770
S06520,Deborah Mccoy,2008-07-29,Grade 3,620-642-4521
S06521,Jill Wright,2015-09-26,Grade 3,531-648-2772
S06522,Mr. Jason Kim PhD,2013-02-07,Grade 5,934-681-9621
S06523,Sandra Marks,2013-08-27,Grade 4,393-185-3235
S06524,Richard Berry,2007-11-11,Grade 3,249-201-0822
S06525,Daniel Miller,2016-01-27,Grade 3,091-836-3449
S06526,Felicia Waters,2013-11-13,Grade 1,269-654-4747
S06527,Diana James,2019-02-22,Grade 4,342-757-7460
S06528,Kenneth Rodriguez,2015-04-27,Grade 2,582-702-9201
S06529,Nicholas Williams,2012-11-03,Grade 2,959-216-2602
S06530,Sonia Hawkins,2007-11-27,Grade 3,340-970-1349
S06531,Andrew Chapman,2006-11-03,Grade 5,unknown
S06532,Tonya Allen,2018-06-02,Grade 1,198-708-3517
S06533,james perkins,2008-10-06,Grade 5,773-886-2401
S06534,Eric Fritz,2011-11-19,Grade 3,647-857-8361
S06535,Richard Webb,2010-06-24,Grade 3,519-541-4296
S06536,Donald Davis,2008-08-19,Grade 1,210-580-9852
S06537,Jodi Lee,2011-06-09,Grade 3,323-692-4004
S06538,Justin Lopez,2011-07-07,Grade 2,755-812-9674
S06539,Robert Mckenzie DVM,2010-12-03,Grade 2,597-121-3151
S06540,William Cole,2007-03-26,Grade 2,346-130-7231
S06541,Brandon Allen,2011-07-09,Grade 3,529-698-7411
S06542,Sarah Chen,2017-11-07,Grade 1,917-799-3722
S06543,Dominique Valenzuela,2008-08-24,Grade 2,unknown
S06544,heather thomas,2018-05-04,Grade 5,396-612-8326
S06545,kellie meza,2011-04-19,Grade 1,968-240-8715
S06546,kyle craig,2018-06-14,Grade 1,395-541-7479
S06547,Jon Jarvis,2014-03-28,Grade 4,058-135-0337
S06548,Belinda Daniels,2008-06-17,Grade 2,392-994-6743
S06549,Joseph Castro,2015-05-22,Grade 2,599-781-8519
S06550,Matthew Williams,2017-11-13,Grade 4,439-715-8319
S06551,Diane Clark,2007-12-21,Grade 1,755-707-7507
S06552,Karen Freeman,2013-03-23,Grade 1,805-175-7616
S06553,Alexandria Diaz,2011-07-04,Grade 3,058-390-1979
S06554,Charles Mcmahon,2015-02-24,Grade 3,278-384-9388
S06555,Julie Lawrence,2010-11-20,Grade 4,unknown
S06556,Brittany James,2008-04-16,Grade 3,899-642-7095
S06557,Wesley Brooks,2010-12-12,Grade 5,357-819-8449
S06558,Jo Williams,2010-06-17,Grade 4,650-057-7731
S06559,Clinton Brewer,2011-02-07,Grade 5,690-765-0894
S06560,Kristina Johnson,2006-05-12,Grade 4,232-100-0268
S06561,Christine Mora,2006-08-22,Grade 3,293-246-3446
S06562,Diane Welch,2011-06-25,Grade 4,414-220-6975
S06563,Erika Marsh,2016-10-24,Grade 1,924-296-2648
S06564,Debra Rodriguez,2010-01-25,Grade 3,239-226-7851
S06565,stephen pitts,2013-12-17,Grade 3,unknown
S06566,Abigail Carter,2014-12-16,Grade 5,232-185-9793
S06567,Kimberly Rogers,2016-10-07,Grade 4,178-602-7948
S06568,Daniel Owens,2017-01-21,Grade 1,740-252-0731
S06569,William Noble,2017-12-06,Grade 3,546-197-7467
S06570,Benjamin Ross,2015-11-25,Grade 5,unknown
S06571,miranda guzman,2007-05-17,Grade 2,633-488-7988
S06572,Megan Pope,2017-04-22,Grade 3,764-639-5157
S06573,julie rodriguez,2011-01-13,Grade 5,731-338-1889
S06574,Amy Barnett,2016-06-30,Grade 2,911-714-8917
S06575,Barbara Cline,2006-11-17,Grade 4,197-937-9610
S06576,Mrs. Maria Mcconnell,2016-01-21,Grade 1,507-404-2920
S06577,Andrew Mitchell,2010-02-16,Grade 3,358-010-8726
S06578,Casey Smith,2006-09-06,Grade 2,975-619-7480
S06579,cathy taylor,2012-07-22,Grade 1,499-100-8113
S06580,Logan Phillips,2013-01-30,Grade 2,764-956-3804
S06581,Scott Kennedy,2016-05-27,Grade 4,413-623-7901
S06582,Nicole Anthony,2007-07-20,Grade 5,504-916-1204
S06583,Brian Hernandez,2014-12-06,Grade 2,418-161-9418
S06584,Heather Anderson,2012-05-26,Grade 4,945-900-8604
S06585,Francisco Benton,2014-08-04,Grade 4,698-611-9438
S06586,Gabrielle Todd,2012-06-25,Grade 1,595-281-8257
S06587,Crystal Acosta,2008-09-25,Grade 1,496-549-0927
S06588,Johnny Cummings,2011-08-10,Grade 1,140-961-0112
S06589,julie jensen,2018-06-27,Grade 3,856-564-2599
S06590,Pamela Villegas,2017-02-13,Grade 3,918-351-3450
S06591,Betty Payne,2015-04-14,Grade 4,259-313-7977
S06592,Dylan Harris,2008-04-20,Grade 4,713-902-2708
S06593,Derrick Powell,2009-12-24,Grade 2,571-657-6490
S06594,Gina Pearson,2011-02-16,Grade 2,654-185-9848
S06595,Kevin Welch,2008-10-31,Grade 5,289-406-0674
S06596,John Chan MD,2008-05-04,Grade 2,unknown
S06597,Raymond Scott,2018-09-13,Grade 1,324-847-0364
S06598,Jessica Tran,2006-08-13,Grade 5,475-336-7309
S06599,Monica Wells,2016-11-24,Grade 2,802-455-2527
S06600,Christina Herrera,2015-05-05,Grade 4,419-607-5671
S06601,Sherry Brown,2016-01-24,Grade 5,815-934-3954
S06602,Caleb Lam,2014-02-02,Grade 4,unknown
S06603,Don Harmon,2013-06-11,Grade 3,669-680-7926
S06604,christopher anderson,2012-12-06,Grade 4,711-672-2912
S06605,Caitlin Duarte,2017-10-11,Grade 3,unknown
S06606,Matthew Martinez,2013-03-05,Grade 5,696-716-9123
S06607,Erin Thomas,2007-04-09,Grade 2,146-467-2782
S06608,Janet Kelley,2016-03-10,Grade 5,unknown
S06609,Richard Martin,2017-07-06,Grade 2,076-323-5436
S06610,Juan Thomas,2007-07-31,Grade 5,773-458-8145
S06611,Jennifer Thomas,2007-10-30,Grade 2,902-791-4384
S06612,Daniel Jacobs,2016-10-24,Grade 3,999-816-2133
S06613,matthew nash,2010-03-15,Grade 2,553-809-2781
S06614,Andrew White,2007-03-05,Grade 5,282-668-5285
S06615,Kelsey Ross,2018-11-20,Grade 5,952-461-6117
S06616,David Lopez,2009-08-27,Grade 1,933-902-8336
S06617,Christine Griffith,2006-05-27,Grade 2,692-191-2417
S06618,john becker,2014-09-22,Grade 2,864-315-2606
S06619,Shawn Bailey,2012-02-17,Grade 1,384-115-8751
S06620,jeremy smith,2015-01-08,Grade 3,227-339-7674
S06621,Joshua Boyd,2015-02-25,Grade 1,unknown
S06622,Stephanie Mcdaniel,2007-09-22,Grade 2,697-976-7319
S06623,Jeffrey Kent,2013-06-04,Grade 3,730-143-9070
S06624,John Perez,2012-09-17,Grade 3,373-737-3773
S06625,Tony Ellis,2008-04-08,Grade 2,632-682-9404
S06626,Laura Gonzalez,2012-09-23,Grade 5,374-974-0339
S06627,Michael Martin,2008-10-27,Grade 4,751-181-7893
S06628,Wayne Middleton,2011-10-02,Grade 1,977-382-3554
S06629,John Clarke,2010-05-23,Grade 5,unknown
S06630,brenda davis,2014-05-28,Grade 3,903-647-0806
S06631,miguel horton,2012-08-09,Grade 3,171-740-9041
S06632,Paula Daniels,2018-08-11,Grade 5,453-703-7233
S06633,Jennifer Porter,2013-04-14,Grade 5,779-547-9229
S06634,Joel Gutierrez,2015-04-03,Grade 3,987-384-3473
S06635,Gabrielle Jones,2018-02-13,Grade 2,131-753-3823
S06636,Kaitlyn Good,2013-09-25,Grade 3,682-042-9704
S06637,Carl Hopkins,2011-12-04,Grade 5,296-568-6187
S06638,Joseph Bean,2009-11-10,Grade 3,601-153-7202
S06639,Aaron Hopkins,2017-01-15,Grade 3,452-871-4231
S06640,Kimberly Allen,2008-01-17,Grade 4,451-112-7218
S06641,Sherri Acosta,2006-06-27,Grade 1,313-609-1238
S06642,Amanda Moreno,2013-02-03,Grade 2,190-361-1083
S06643,Grace Graham,2009-06-07,Grade 4,019-341-5932
S06644,Monica Burch,2006-10-22,Grade 1,908-070-1913
S06645,William Brown,2013-11-16,Grade 2,470-837-9829
S06646,Dillon Marquez,2011-04-05,Grade 5,unknown
S06647,Jacob Turner,2018-01-27,Grade 1,330-820-8273
S06648,Michael Shelton,2009-09-08,Grade 3,912-774-1413
S06649,Anna Fowler,2009-09-25,Grade 1,937-683-4062
S06650,Sue Martinez,2010-06-16,Grade 2,348-718-7114
S06651,Kyle Bailey,2009-11-27,Grade 3,495-992-1625
S06652,Thomas Miller,2008-02-05,Grade 1,534-501-9725
S06653,Jacqueline Warren,2012-11-03,Grade 3,597-380-1360
S06654,Daniel Torres Jr.,2012-08-14,Grade 2,833-782-8742
S06655,Lauren Douglas,2018-11-12,Grade 1,484-107-0034
S06656,Brittany Brewer,2012-12-15,Grade 5,529-791-5295
S06657,Kimberly Larson,2018-09-12,Grade 1,unknown
S06658,Alejandro Miller,2009-11-16,Grade 1,659-582-7641
S06659,Christopher Moody,2016-01-05,Grade 2,571-600-5631
S06660,Matthew Perkins,2011-02-17,Grade 2,371-895-0470
S06661,Ashley Campbell,2007-12-30,Grade 3,083-104-4260
S06662,Debra Douglas,2017-02-05,Grade 1,151-405-5846
S06663,Anne Walker,2009-05-03,Grade 5,202-236-0619
S06664,Steven Rose,2009-04-02,Grade 2,235-287-6596
S06665,brian jones,2011-03-14,Grade 3,unknown
S06666,Jessica Perkins,2012-03-07,Grade 1,141-267-4132
S06667,Kevin Leon,2014-07-25,Grade 1,340-731-9370
S06668,Joshua Hooper,2006-07-07,Grade 5,845-178-6645
S06669,Jenna Orozco,2008-10-15,Grade 2,639-251-7394
S06670,Peter Johnson,2008-09-25,Grade 3,unknown
S06671,Joshua Hensley,2007-08-03,Grade 2,708-214-9360
S06672,Sierra Campbell,2011-09-28,Grade 5,698-667-2957
S06673,bobby clayton,2006-06-14,Grade 5,932-260-3952
S06674,Tracie Andrews,2016-12-27,Grade 4,786-024-0886
S06675,Jennifer Flores,2007-01-14,Grade 1,293-079-4778
S06676,Jim Mcgee,2008-05-02,Grade 5,916-193-6585
S06677,Ryan Bailey,2010-06-02,Grade 4,955-854-4878
S06678,Debbie Hunt,2018-08-02,Grade 5,unknown
S06679,Matthew Porter,2015-12-02,Grade 5,unknown
S06680,Wendy Fields,2010-09-19,Grade 2,unknown
S06681,ariana stevens,2009-07-03,Grade 1,933-273-0249
S06682,Kenneth Gonzales,2007-02-28,Grade 3,256-865-2629
S06683,Hannah Williams,2017-05-08,Grade 3,361-450-7723
S06684,lisa williams,2018-04-03,Grade 4,808-801-5858
S06685,Sandra Clements,2014-06-20,Grade 2,217-915-1329
S06686,Molly Parker,2013-08-12,Grade 5,941-065-3242
S06687,Tina Dyer,2010-10-14,Grade 5,392-392-5117
S06688,Ryan Blair MD,2015-07-31,Grade 4,301-225-3840
S06689,Rhonda Taylor,2015-05-24,Grade 3,523-465-0741
S06690,Dr. Jeffrey Malone DDS,2018-03-31,Grade 4,618-287-1644
S06691,kristin frederick,2019-03-02,Grade 2,887-287-2336
S06692,Stacey Lee,2014-04-05,Grade 5,203-497-7044
S06693,Tracy Estrada,2014-01-24,Grade 4,507-644-1467
S06694,gabriel robinson jr.,2015-11-07,Grade 5,638-572-6110
S06695,Mark Castro,2013-01-20,Grade 3,780-791-4846
S06696,tonya morales,2009-04-18,Grade 5,782-313-1292
S06697,Angela Richards,2011-06-06,Grade 5,434-895-9773
S06698,Marc Kemp,2016-11-21,Grade 1,257-061-7449
S06699,Andrew Watson,2006-12-07,Grade 2,829-679-8686
S06700,Calvin Herman,2007-01-15,Grade 4,371-318-1604
S06701,Yolanda Levy,2013-02-19,Grade 2,916-604-6711
S06702,Clinton Espinoza,2013-11-05,Grade 5,652-398-8345
S06703,Shannon Hickman,2008-01-08,Grade 1,609-198-5309
S06704,Abigail Johns,2014-07-06,Grade 1,401-083-7208
S06705,Brian Lynch,2018-01-02,Grade 4,935-786-4207
S06706,Donna Meyers,2015-07-23,Grade 2,202-416-8191
S06707,Taylor Duncan,2014-07-31,Grade 1,598-215-8449
S06708,Ronald Watson,2009-05-03,Grade 3,410-190-1637
S06709,Michael Lewis,2015-12-31,Grade 2,340-594-6019
S06710,April Harris,2010-07-01,Grade 3,509-758-5030
S06711,Thomas Marks,2018-08-20,Grade 1,440-555-9518
S06712,steven brown,2011-02-17,Grade 3,573-998-2508
S06713,Amber Bell,2008-06-05,Grade 1,657-476-1310
S06714,kaitlyn robinson,2012-08-10,Grade 5,654-275-1422
S06715,Jessica Reed,2017-03-02,Grade 3,958-343-9612
S06716,Kayla Hernandez,2012-12-17,Grade 5,720-845-2320
S06717,Donna Page,2010-04-22,Grade 3,167-096-2026
S06718,Andre Ashley,2010-04-16,Grade 5,133-469-4803
S06719,Kristin Norris,2016-03-05,Grade 5,884-081-4950
S06720,Wendy Smith,2018-12-05,Grade 2,740-102-2177
S06721,Dr. Jennifer Hernandez,2006-03-12,Grade 3,645-247-3554
S06722,Melissa Mitchell,2015-06-11,Grade 4,410-250-7344
S06723,Anita Ward,2010-01-03,Grade 3,011-206-5933
S06724,Brandon Stevens,2008-04-03,Grade 1,854-676-1401
S06725,Richard Miller,2011-10-16,Grade 5,361-294-6518
S06726,Erin Petersen,2016-04-17,Grade 2,029-286-7405
S06727,Carolyn Brown,2011-03-10,Grade 1,704-708-5968
S06728,Aaron Pena,2012-09-04,Grade 5,300-490-1684
S06729,Cynthia Smith,2018-01-21,Grade 3,971-210-6240
S06730,Carl Garrett,2010-10-24,Grade 3,955-977-2707
S06731,Mitchell Hawkins,2010-10-04,Grade 4,899-911-6726
S06732,Jessica Richardson,2016-10-10,Grade 4,660-020-1030
S06733,Marcus Potter,2009-01-29,Grade 3,890-279-0480
S06734,James Edwards,2009-10-17,Grade 1,780-700-1842
S06735,Joanne Jones,2012-12-13,Grade 2,324-793-1907
S06736,Rachel Mcdonald,2015-12-29,Grade 2,635-692-5562
S06737,Thomas Choi,2009-08-23,Grade 4,388-241-6351
S06738,Stacy Mayo,2016-12-16,Grade 2,257-454-5890
S06739,Pamela Soto PhD,2014-05-05,Grade 5,894-801-8332
S06740,Shelby Noble,2011-05-24,Grade 3,975-587-4585
S06741,Kristina Espinoza,2013-01-06,Grade 2,unknown
S06742,Angela Gonzalez,2009-08-03,Grade 4,212-485-7754
S06743,Matthew Hopkins,2017-10-10,Grade 2,265-505-5080
S06744,Stacey Crawford,2007-09-12,Grade 1,545-887-5341
S06745,April Ferguson,2016-07-21,Grade 4,506-241-5209
S06746,Henry Moore DVM,2006-12-29,Grade 5,230-695-7179
S06747,Alicia Davis,2010-08-05,Grade 1,731-579-3576
S06748,Henry Sanchez,2017-05-15,Grade 2,233-894-5872
S06749,Cynthia Estrada,2006-08-05,Grade 5,723-012-2812
S06750,Jacob Zhang,2017-05-19,Grade 4,795-043-6948
S06751,Penny Wells,2006-10-25,Grade 4,537-915-7974
S06752,Mrs. Nancy Taylor,2009-02-21,Grade 5,178-540-8156
S06753,William Hart,2013-02-01,Grade 5,122-448-1599
S06754,Fernando Haynes,2010-11-03,Grade 4,401-903-8366
S06755,Sierra Bartlett,2012-12-23,Grade 2,369-496-6616
S06756,justin hardy,2018-01-09,Grade 3,218-257-1485
S06757,Dr. Erin Kennedy,2013-01-14,Grade 1,481-611-6319
S06758,lisa gomez,2014-07-06,Grade 2,295-346-8318
S06759,Keith Nguyen,2009-07-24,Grade 3,unknown
S06760,Joy Gomez,2016-11-27,Grade 2,853-426-6361
S06761,melissa cruz,2007-12-05,Grade 4,940-636-4107
S06762,Rebecca Harris,2007-09-15,Grade 3,388-799-1444
S06763,Caleb Evans,2017-06-21,Grade 1,653-040-9584
S06764,Sarah Rios,2014-08-05,Grade 1,626-781-0289
S06765,Olivia Aguilar,2009-06-18,Grade 5,810-071-5948
S06766,Jeffrey Martinez,2009-04-21,Grade 2,086-513-6742
S06767,Deborah Brewer,2015-06-17,Grade 2,379-985-1183
S06768,Daniel Manning,2011-09-22,Grade 1,955-605-4166
S06769,Andrea Carter,2017-06-24,Grade 5,603-600-3758
S06770,william sharp,2006-12-19,Grade 5,912-630-4251
S06771,Christopher Alvarez,2012-03-10,Grade 2,916-777-0078
S06772,Brandon Steele,2013-12-31,Grade 1,753-937-8206
S06773,Mary Ferguson,2007-12-04,Grade 3,952-993-8575
S06774,Ashley Pearson,2006-08-11,Grade 4,633-459-2106
S06775,Kenneth Drake,2011-06-04,Grade 2,456-380-5151
S06776,Sergio Alvarez,2015-01-24,Grade 1,173-590-7855
S06777,Julia Garcia,2018-02-14,Grade 2,581-300-7542
S06778,Carmen Skinner,2007-07-15,Grade 4,361-207-1416
S06779,Stephanie Thompson,2018-06-14,Grade 3,290-847-3146
S06780,Tina Higgins,2018-06-10,Grade 5,149-094-9834
S06781,Valerie Mcdonald,2015-11-10,Grade 2,333-730-9842
S06782,Paul Williams,2008-02-11,Grade 4,180-822-0138
S06783,Christina Thomas,2014-02-21,Grade 2,326-826-2749
S06784,Robert Walker,2009-08-23,Grade 2,285-967-3734
S06785,Michelle Jacobson,2006-03-29,Grade 4,501-316-9167
S06786,monica ford,2014-12-06,Grade 1,267-226-5232
S06787,Jeffery Burke,2019-01-30,Grade 4,452-524-9558
S06788,Clarence Daniels,2015-12-28,Grade 5,224-300-7889
S06789,Daniel Dyer,2017-05-13,Grade 3,760-546-0633
S06790,Michael Blake,2007-02-11,Grade 5,830-023-2468
S06791,Scott Turner Jr.,2009-12-15,Grade 3,561-467-5702
S06792,Diane Medina,2007-03-07,Grade 5,587-597-7751
S06793,Kyle Baldwin,2014-02-19,Grade 3,604-549-8595
S06794,Katherine Jacobs,2007-05-16,Grade 2,875-501-3188
S06795,cody campbell,2012-02-06,Grade 3,287-984-8114
S06796,Martin Coleman,2011-11-02,Grade 1,982-285-8123
S06797,Carlos Cooper,2016-10-14,Grade 3,488-705-8815
S06798,Charles Rhodes,2009-05-26,Grade 4,201-702-0516
S06799,Daniel Villegas,2017-06-23,Grade 4,unknown
S06800,Amy Smith,2016-09-20,Grade 2,698-532-3897
S06801,Joyce Buck,2008-01-31,Grade 3,680-257-4715
S06802,Jessica Alvarado,2009-06-19,Grade 2,325-955-7691
S06803,Nathan Sanchez,2012-02-16,Grade 5,703-426-1590
S06804,Corey Gray,2010-02-25,Grade 2,233-615-8153
S06805,Nathan Lopez,2016-07-12,Grade 2,712-962-6795
S06806,Katherine Craig,2007-08-07,Grade 1,996-583-6653
S06807,richard christian md,2017-09-15,Grade 5,223-958-3076
S06808,Luis Stanley,2015-01-26,Grade 1,119-176-0008
S06809,Shannon Hester,2016-08-23,Grade 4,818-502-4760
S06810,angela howard,2015-09-29,Grade 3,530-366-7746
S06811,hannah kelly,2006-10-06,Grade 5,611-270-3862
S06812,Victoria Martin,2008-03-12,Grade 2,005-513-3508
S06813,Allison Martinez,2011-10-31,Grade 2,756-484-9504
S06814,Ryan Mitchell,2008-06-08,Grade 1,227-446-8115
S06815,Lawrence Mitchell,2018-09-10,Grade 2,677-656-1281
S06816,Lindsay Compton,2007-12-31,Grade 5,422-756-7135
S06817,Jacqueline Harvey,2007-07-09,Grade 2,865-868-5469
S06818,Stephanie Davis,2012-06-25,Grade 2,275-328-3085
S06819,Craig Lucas,2016-03-01,Grade 3,484-350-0459
S06820,Jeremy Crosby,2012-07-08,Grade 1,unknown
S06821,Stephen Jackson,2008-09-04,Grade 1,420-696-0738
S06822,Erin Ingram,2013-07-16,Grade 3,758-577-4120
S06823,Alexander Thomas,2008-08-11,Grade 3,012-726-7156
S06824,David Mills,2017-04-03,Grade 4,396-315-4905
S06825,Kelly Fisher,2010-02-20,Grade 4,961-338-4161
S06826,Kelly Osborne,2012-02-07,Grade 2,902-044-2453
S06827,James Robertson,2006-08-26,Grade 4,115-338-2643
S06828,David Schultz,2007-07-15,Grade 5,677-306-8752
S06829,Jennifer Young,2011-08-23,Grade 3,042-040-6100
S06830,Rebecca Trevino,2014-03-04,Grade 1,542-863-2336
S06831,Julia Escobar,2009-06-04,Grade 5,unknown
S06832,Christopher George,2009-01-01,Grade 4,732-332-9215
S06833,Janet Rogers,2012-07-30,Grade 2,548-545-3994
S06834,Javier Young,2008-01-24,Grade 2,700-360-5278
S06835,Greg Huerta,2007-09-19,Grade 5,298-917-8426
S06836,Joel Hall,2016-02-12,Grade 1,874-619-6849
S06837,Lauren Sanders,2010-06-28,Grade 5,268-705-8332
S06838,Elizabeth Thomas,2009-03-14,Grade 5,308-651-0722
S06839,Andrew Guerrero,2011-03-06,Grade 1,275-970-5330
S06840,Michael White,2014-04-22,Grade 3,297-317-9362
S06841,Kenneth Mills,2006-10-11,Grade 4,211-863-3391
S06842,Sarah Richards,2016-06-23,Grade 4,349-925-5711
S06843,Rebecca Flynn,2019-01-13,Grade 2,558-419-6040
S06844,Jamie Jones,2013-06-09,Grade 4,460-266-1249
S06845,adrienne ball,2014-01-06,Grade 5,318-768-6368
S06846,Gina Williams,2017-08-16,Grade 4,790-373-0689
S06847,Charles Graves,2009-11-29,Grade 1,199-968-5698
S06848,Theodore Mcmahon,2007-01-25,Grade 5,771-842-6331
S06849,Paul Ellis,2006-08-24,Grade 3,558-440-3130
S06850,David Franklin Jr.,2012-01-13,Grade 5,617-696-6773
S06851,Charles Sutton,2007-02-14,Grade 1,290-603-0613
S06852,Allison White,2014-05-20,Grade 4,826-546-3023
S06853,Pamela Nguyen,2018-05-10,Grade 5,754-600-4104
S06854,Matthew Cruz,2015-11-27,Grade 5,874-474-6267
S06855,brittney andersen,2017-07-21,Grade 2,447-804-3393
S06856,Cassandra Quinn,2014-03-11,Grade 3,290-360-2391
S06857,Melissa Thomas,2018-10-03,Grade 5,772-808-3093
S06858,Matthew Koch,2014-12-26,Grade 5,853-869-6306
S06859,Heather Smith,2011-04-10,Grade 3,253-726-4610
S06860,Eric Glover,2010-12-20,Grade 1,212-472-0624
S06861,Anthony Castillo,2007-04-21,Grade 4,683-593-7327
S06862,Ian Figueroa,2016-10-01,Grade 3,486-529-4655
S06863,Katie Moore,2012-09-27,Grade 2,206-589-4446
S06864,Mario Wang,2011-02-05,Grade 3,888-501-5668
S06865,Nathan Ross MD,2012-03-14,Grade 2,421-781-4207
S06866,Kristen Haley,2016-08-05,Grade 1,unknown
S06867,Kevin Thompson,2012-09-03,Grade 3,408-218-0220
S06868,Daniel Thomas,2019-02-13,Grade 4,582-897-6221
S06869,Christina Ibarra,2010-09-15,Grade 5,277-728-5629
S06870,Marcus Baker,2011-11-21,Grade 1,138-693-6741
S06871,erin clark,2009-11-29,Grade 2,unknown
S06872,Amanda Graham,2010-05-01,Grade 2,036-027-7832
S06873,Barry Mata,2007-03-27,Grade 1,741-694-9116
S06874,Valerie Ponce,2007-11-02,Grade 2,979-198-8168
S06875,Barbara Kirby,2014-01-19,Grade 5,237-499-8242
S06876,Stephen Wells,2016-05-13,Grade 2,771-251-0007
S06877,Jon Guzman,2013-04-21,Grade 3,504-527-6961
S06878,Joel Campbell,2010-06-10,Grade 3,299-684-3752
S06879,Brad Smith,2010-05-18,Grade 4,947-426-2769
S06880,Catherine Dixon,2007-10-26,Grade 4,740-409-6357
S06881,Joseph Lawson,2008-07-06,Grade 2,558-282-4539
S06882,Deborah Shaw,2014-06-29,Grade 1,519-475-6541
S06883,Daniel Cross,2006-11-05,Grade 5,262-967-3250
S06884,Jose Blake,2006-10-15,Grade 3,870-484-8555
S06885,Lisa Gibson,2014-02-04,Grade 2,744-653-0801
S06886,Raymond Martinez,2013-11-20,Grade 5,260-937-3433
S06887,Leonard Logan,2017-05-14,Grade 1,554-232-1250
S06888,Amanda Bryant,2006-11-18,Grade 5,464-213-9906
